"","Estimate","Std. Error"
"ntile1:W",-0.253325247624843,0.0554283989268288
"ntile2:W",-0.244264444236349,0.0562382423617162
"ntile3:W",-0.179983938968076,0.0581943017097097
"ntile4:W",-0.0384938167995473,0.0612156950533373
