"","age","gender","edu","hukou","same","hunyin","tongzhu","zipingjj","zipingdj","kanbing","gudu","fudan","zipingxf","baoxiannum","yibaonum","juzhu","phone","exercise","friend","zipingsh"
"1",0.226123610426869,0.470363874626967,0.616034825574132,31.3553334881858,32.9270007483271,0.134138088498865,0.625958500126985,19.2957261532195,26.8250927965053,0.474463793975594,2.48674429466591,7.96737036149348,41.9582734299469,0.210975557591821,5.73124716033461,13.0867307859457,131.830627685751,0.110980212056487,1.85862303637128,14.0233767110015
