"","x"
"1",-0.0532755798546944
"2",-0.0936072795237079
"3",-0.0730061993355233
"4",0.0786764686659545
"5",0.07822436883823
"6",0.0741896361256569
"7",-0.00946624212735332
"8",0.0137220514771649
"9",-0.0501273831368963
"10",0.0424858587562741
"11",0.0088962004006997
"12",-0.0838017482364858
"13",0.0165997309292372
"14",-0.078343541408614
"15",-0.0900723451302958
"16",0.0375680757471152
"17",-0.0632626249517577
"18",0.0366966489200529
"19",0.118320819662985
"20",-0.0564740424846597
"21",0.0931723612223648
"22",0.0540345511878239
"23",0.068129255327662
"24",-0.010738952624572
"25",0.0560531126946505
"26",-0.0145425108205399
"27",0.0672166158613322
"28",-0.0903611272849678
"29",0.0860137480074071
"30",0.0124193052621013
"31",-0.0253082469782397
"32",0.0287844607170785
"33",0.012095516755359
"34",0.116182294743619
"35",0.0517179638598876
"36",0.043983000192875
"37",0.0537484672058331
"38",-0.115784327144971
"39",0.0254617993328767
"40",-0.056678276901074
"41",0.0165295182942038
"42",-0.0643243796345447
"43",-0.0812700267656388
"44",0.0747699837599611
"45",-0.0402694768408879
"46",-0.0397178126708876
"47",-0.0692948700676793
"48",0.000895584558680753
"49",-0.00437024911172829
"50",0.00261656822365579
"51",0.0174275151588808
"52",0.000591745732446594
"53",0.0883545665341763
"54",-0.0252364720052945
"55",-0.0330540507654187
"56",0.0353960243531756
"57",-0.0710577705903216
"58",0.0739047412627235
"59",0.0541144266857508
"60",-0.0101769101379627
"61",0.00263213747828481
"62",-0.0651124678921646
"63",0.0973361510830587
"64",0.121169673303075
"65",-0.00144378264101835
"66",-0.153345124272613
"67",0.03136567249967
"68",-0.000533972063584215
"69",-0.0555439434728775
"70",0.0269767883951833
"71",0.142437187716935
"72",0.0177427232986504
"73",-0.0190088228062572
"74",0.0724607589082235
"75",0.114561777550789
"76",0.136826554044874
"77",-0.0157953512610584
"78",0.0126449675744095
"79",0.0866900677235087
"80",-0.0583383413773034
"81",0.110264574559868
"82",-0.0810436565086297
"83",-0.0748124680562387
"84",0.0888808304073439
"85",0.0106416038896896
"86",0.0280236980645911
"87",-0.0337610405090676
"88",0.00285950596120749
"89",-0.0114584009023714
"90",0.0213421806269255
"91",0.0643972360116154
"92",0.084414002272936
"93",0.0514675460037878
"94",-0.0954452017381182
"95",0.0185372081138208
"96",0.042886562261367
"97",0.0276590390256774
"98",-0.0190864460164028
"99",-0.0344489338979083
"100",0.00784509485116388
"101",0.0732922098540625
"102",0.00915355551980664
"103",0.0107022116612942
"104",0.0541266098420373
"105",0.0323992218085243
"106",-0.0171457912370092
"107",0.027441224018766
"108",-0.0818852641371524
"109",0.124385644443661
"110",-0.0212748958816124
"111",0.0383838312395431
"112",-0.0293806463650823
"113",-0.0760123807960831
"114",-0.186033190996039
"115",-0.0878908571978842
"116",0.108028677784791
"117",0.00431503756026026
"118",0.0530889212576379
"119",0.00111754464114077
"120",0.0863683364710471
"121",0.155693869699185
"122",0.101151357439645
"123",-0.0276035646414515
"124",-0.0298880103593985
"125",0.0222357713359347
"126",-0.0614762844515778
"127",0.0570236486465719
"128",-0.0571033576981479
"129",0.148873251972386
"130",-0.0200901482690601
"131",-0.109749220620267
"132",0.150957007781286
"133",0.0177928541224057
"134",0.0510257991119898
"135",0.113434551853175
"136",0.0285492877796581
"137",0.058535035718334
"138",-0.0524476425159147
"139",0.0954896287778041
"140",-0.0261694703655325
"141",-0.216981764548507
"142",-0.138966221269296
"143",0.0245774777883961
"144",-0.0994526581687843
"145",0.100277700295127
"146",0.0989723688106587
"147",0.000888639599206309
"148",0.0137940037655191
"149",-0.0259701597261858
"150",-0.00186558675380661
