"","ntile1","ntile2","ntile3","ntile4","ntile1.1","ntile2.1","ntile3.1","ntile4.1","ntile1.2","ntile2.2","ntile3.2","ntile4.2","ntile1.3","ntile2.3","ntile3.3","ntile4.3","ntile1.4","ntile2.4","ntile3.4","ntile4.4","ntile1.5","ntile2.5","ntile3.5","ntile4.5","ntile1.6","ntile2.6","ntile3.6","ntile4.6","ntile1.7","ntile2.7","ntile3.7","ntile4.7","ntile1.8","ntile2.8","ntile3.8","ntile4.8","ntile1.9","ntile2.9","ntile3.9","ntile4.9","ntile1.10","ntile2.10","ntile3.10","ntile4.10","ntile1.11","ntile2.11","ntile3.11","ntile4.11","ntile1.12","ntile2.12","ntile3.12","ntile4.12","ntile1.13","ntile2.13","ntile3.13","ntile4.13","ntile1.14","ntile2.14","ntile3.14","ntile4.14","ntile1.15","ntile2.15","ntile3.15","ntile4.15","ntile1.16","ntile2.16","ntile3.16","ntile4.16","ntile1.17","ntile2.17","ntile3.17","ntile4.17","ntile1.18","ntile2.18","ntile3.18","ntile4.18","ntile1.19","ntile2.19","ntile3.19","ntile4.19"
"Estimate",68.8678611422172,59.4994400895855,57.0156950672641,54.6502242152461,1.35498320268757,1.41657334826428,1.59529147982063,1.74439461883408,3.3202687569989,4.35162374020157,4.82847533632285,5.67040358744389,1.27547592385218,1.48712206047032,1.66479820627803,1.8957399103139,1.31019036954087,1.33146696528555,1.33632286995516,1.29035874439462,2.72676371780514,2.33146696528554,2.27466367713005,2.18161434977579,3.31019036954088,3.63269876819709,3.42825112107624,3.05269058295964,3.04031354983206,2.99440089585669,2.96636771300449,2.91816143497758,2.21500559910414,2.05935050391936,2.10874439461884,2.1322869955157,1.61030235162373,1.63269876819708,1.53139013452915,1.44170403587444,2.97200447928333,3.13325867861143,3.17937219730942,3.14686098654709,3.54871220604702,3.63381858902574,3.68497757847534,3.64910313901346,2.23852183650615,2.1713325867861,2.22982062780269,2.27578475336323,1.1444568868981,1.26875699888017,1.3195067264574,1.3822869955157,0.902575587905928,1.07950727883538,1.17152466367713,1.19955156950673,1.3986562150056,1.27323628219485,1.23094170403588,1.16031390134529,1.44008958566629,1.16237402015677,1.10650224215247,1.0414798206278,2.07278835386339,2.01791713325868,2.09417040358745,2.03699551569507,3.15453527435612,3.32250839865623,3.22309417040359,2.68161434977579,2.21836506159014,2.10414333706606,2.12331838565023,2.15807174887893
"Std. Error",0.258858723259093,0.258858723259093,0.259003782795981,0.259003782795981,0.0159105575413494,0.0159105575413494,0.0159194735171354,0.0159194735171354,0.0578248528244697,0.0578248528244697,0.0578572567792822,0.0578572567792822,0.0146495847613596,0.0146495847613596,0.0146577941118281,0.0146577941118281,0.0261516386292457,0.0261516386292457,0.0261662935133487,0.0261662935133487,0.030516358746105,0.030516358746105,0.0305334595368818,0.0305334595368818,0.0635372864596069,0.0635372864596069,0.0635728915542812,0.0635728915542812,0.0210089730898583,0.0210089730898583,0.0210207461213734,0.0210207461213734,0.0289203166880927,0.0289203166880927,0.0289365230870604,0.0289365230870604,0.0164527030509578,0.0164527030509578,0.0164619228348425,0.0164619228348425,0.0319589513060132,0.0319589513060132,0.0319768604984,0.0319768604984,0.0327333542355754,0.0327333542355754,0.0327516973887301,0.0327516973887301,0.0231392317967249,0.0231392317967249,0.023152198584964,0.023152198584964,0.0247866208085839,0.0247866208085839,0.0248005107624948,0.0248005107624948,0.0207652494577036,0.0207652494577036,0.0207768859111009,0.0207768859111009,0.0254088866229902,0.0254088866229902,0.0254231252829046,0.0254231252829046,0.0120429581944054,0.0120429581944054,0.012049706840603,0.012049706840603,0.0343977833225834,0.0343977833225834,0.034417059190346,0.034417059190346,0.0361694497727244,0.0361694497727244,0.0361897184488867,0.0361897184488867,0.0246623806756856,0.0246623806756856,0.0246762010077738,0.0246762010077738
