"","Res.Df","RSS","Df","Sum of Sq","F","Pr(>F)"
"1",1740,1065.68212904879,NA,NA,NA,NA
"2",1729,1060.52492194501,11,5.15720710378014,0.764356567713329,0.67623287900788
