"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",0.138888888888886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",0.507142857142854,0.368253968253968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",0.666666666666663,0.527777777777777,0.159523809523809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",0.711538461538458,0.572649572649572,0.204395604395604,0.0448717948717943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",0.72238542890716,0.583496540018274,0.215242571764306,0.0557187622404965,0.0108469673687023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",0.734374999999997,0.595486111111111,0.227232142857143,0.0677083333333335,0.0228365384615392,0.0119895710928369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",0.998868778280542,0.859979889391656,0.491725921137688,0.332202111613879,0.287330316742085,0.276483349373382,0.264493778280545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",0.77380952380952,0.634920634920634,0.266666666666666,0.107142857142857,0.0622710622710625,0.0514240949023603,0.0394345238095233,-0.225059254471022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",0.977272727272724,0.838383838383838,0.47012987012987,0.310606060606061,0.265734265734266,0.254887298365564,0.242897727272727,-0.0215960510078184,0.203463203463204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",0.984210526315785,0.845321637426899,0.477067669172931,0.317543859649122,0.272672064777327,0.261825097408625,0.249835526315788,-0.0146582519647573,0.210401002506265,0.00693779904306108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
