"","Res.Df","RSS","Df","Sum of Sq","F","Pr(>F)"
"1",1756,1088.86059383559,NA,NA,NA,NA
"2",1729,1060.52492194501,27,28.3356718905809,1.71097579394795,0.0129826070097499
