"","Res.Df","RSS","Df","Sum of Sq","F","Pr(>F)"
"1",1748,1071.79352260506,NA,NA,NA,NA
"2",1729,1060.52492194501,19,11.2686006600502,0.966919908099764,0.498244591436015
