"","Res.Df","RSS","Df","Sum of Sq","F","Pr(>F)"
"1",1730,1060.61489045603,NA,NA,NA,NA
"2",1729,1060.52492194501,1,0.0899685110211976,0.146677887842811,0.70177759896834
