"","Res.Df","RSS","Df","Sum of Sq","F","Pr(>F)"
"1",1747,1070.43810285753,NA,NA,NA,NA
"2",1729,1060.52492194501,18,9.9131809125206,0.897872440497235,0.581316380856172
