"","Res.Df","RSS","Df","Sum of Sq","F","Pr(>F)"
"1",1731,1060.83243930203,NA,NA,NA,NA
"2",1729,1060.52492194501,2,0.307517357021425,0.250676575009143,0.77830232475887
