"","Res.Df","RSS","Df","Sum of Sq","F","Pr(>F)"
"1",1753,1084.1806427801,NA,NA,NA,NA
"2",1729,1060.52492194501,24,23.6557208350941,1.60693777194417,0.0316529227709818
