"","Res.Df","RSS","Df","Sum of Sq","F","Pr(>F)"
"1",1732,1061.48375875128,NA,NA,NA,NA
"2",1729,1060.52492194501,3,0.958836806274803,0.521071783649907,0.66781705389327
