"","Res.Df","RSS","Df","Sum of Sq","F","Pr(>F)"
"1",1737,1063.39008139957,NA,NA,NA,NA
"2",1729,1060.52492194501,8,2.86515945455972,0.583892536896791,0.791893053037426
