"","Res.Df","RSS","Df","Sum of Sq","F","Pr(>F)"
"1",1749,1072.37960957857,NA,NA,NA,NA
"2",1729,1060.52492194501,20,11.8546876335597,0.966349516842734,0.501146411651455
