"","Res.Df","RSS","Df","Sum of Sq","F","Pr(>F)"
"1",1738,1063.51421582974,NA,NA,NA,NA
"2",1729,1060.52492194501,9,2.98929388473471,0.541502191745596,0.844937696614246
