"","Res.Df","RSS","Df","Sum of Sq","F","Pr(>F)"
"1",1752,1083.57475680722,NA,NA,NA,NA
"2",1729,1060.52492194501,23,23.0498348622093,1.63385720197918,0.0295009715933964
