"","mean","se"
"Sample_ATE_Loss",31.0097639191794,0.957421930341774
"Causal_Tree_Loss",30.6125360555483,0.978268596686889
"Causal_Forest_Loss",30.936969136416,1.00572515246119
"X_Learner_Loss",30.9465648879306,1.00460299528398
